OBJECTID,Shape,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,SOURCE_REPORTING_UNIT,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
46994,b'\x00\x01\xad\x10\x00\x00l\x1b\xf0@w\x0f^\xc0\x18^\x0bE=jC@l\x1b\xf0@w\x0f^\xc0\x18^\x0bE=jC@|\x01\x00\x00\x00l\x1b\xf0@w\x0f^\xc0\x18^\x0bE=jC@\xfe',47308,FS-265385,FED,FS-FIRESTAT,FS,USCAENF,0503,84,,,,,,,,,1992,8/18/1992,231,1300.0,Human,Recreation and ceremony,,8/18/1992,231.0,1400.0,0.1,A,38.83,-120.24166667,USFS,CA,,,
46995,b'\x00\x01\xad\x10\x00\x00\xd4tID\x14\x0e^\xc0\xf0\xed\xf1\n\xd0yC@\xd4tID\x14\x0e^\xc0\xf0\xed\xf1\n\xd0yC@|\x01\x00\x00\x00\xd4tID\x14\x0e^\xc0\xf0\xed\xf1\n\xd0yC@\xfe',47309,FS-265386,FED,FS-FIRESTAT,FS,USCAENF,0503,87,,,,,,,,,1992,8/25/1992,238,1000.0,Human,Recreation and ceremony,,8/25/1992,238.0,1230.0,0.1,A,38.95166667,-120.22,USFS,CA,,,
46996,b'\x00\x01\xad\x10\x00\x00\xb0\x8a\x92\xeb!\n^\xc0\x08\xdc\xd4\\\x88xC@\xb0\x8a\x92\xeb!\n^\xc0\x08\xdc\xd4\\\x88xC@|\x01\x00\x00\x00\xb0\x8a\x92\xeb!\n^\xc0\x08\xdc\xd4\\\x88xC@\xfe',47310,FS-265387,FED,FS-FIRESTAT,FS,USCAENF,0503,88,,,,,,,,,1992,8/29/1992,242,1200.0,Natural,Natural,,8/29/1992,242.0,1800.0,0.1,A,38.94166667,-120.15833333,USFS,CA,,,
46997,b'\x00\x01\xad\x10\x00\x00\xd0G\xb8G\xb1\x14^\xc0pZ\x8d\xe5\x10aC@\xd0G\xb8G\xb1\x14^\xc0pZ\x8d\xe5\x10aC@|\x01\x00\x00\x00\xd0G\xb8G\xb1\x14^\xc0pZ\x8d\xe5\x10aC@\xfe',47311,FS-265388,FED,FS-FIRESTAT,FS,USCAENF,0503,89,,,,,,,,,1992,8/29/1992,242,1401.0,Natural,Natural,,8/29/1992,242.0,1930.0,0.1,A,38.75833333,-120.32333333,USFS,CA,,,
46998,b'\x00\x01\xad\x10\x00\x00@WM\xd09\r^\xc0\xc0\xe1R\xc3\xeenC@@WM\xd09\r^\xc0\xc0\xe1R\xc3\xeenC@|\x01\x00\x00\x00@WM\xd09\r^\xc0\xc0\xe1R\xc3\xeenC@\xfe',47312,FS-265389,FED,FS-FIRESTAT,FS,USCAENF,0503,90,,,,,,,,,1992,8/29/1992,242,1515.0,Natural,Natural,,8/29/1992,242.0,1930.0,0.1,A,38.86666667,-120.20666667,USFS,CA,,,
46999,b'\x00\x01\xad\x10\x00\x00\xe4p\x1dKN\x13^\xc0\x80\x1a_7\xc9oC@\xe4p\x1dKN\x13^\xc0\x80\x1a_7\xc9oC@|\x01\x00\x00\x00\xe4p\x1dKN\x13^\xc0\x80\x1a_7\xc9oC@\xfe',47313,FS-265390,FED,FS-FIRESTAT,FS,USCAENF,0503,91,,,,,,,,,1992,8/29/1992,242,1600.0,Natural,Natural,,8/29/1992,242.0,2000.0,0.1,A,38.87333333,-120.30166667,USFS,CA,,,
47000,b'\x00\x01\xad\x10\x00\x00\xf4\x0e\xa3_\xfc\n^\xc0X\x94\xf3\xe1szC@\xf4\x0e\xa3_\xfc\n^\xc0X\x94\xf3\xe1szC@|\x01\x00\x00\x00\xf4\x0e\xa3_\xfc\n^\xc0X\x94\xf3\xe1szC@\xfe',47314,FS-265391,FED,FS-FIRESTAT,FS,USCAENF,0503,92,,,,,,,,,1992,8/29/1992,242,1300.0,Natural,Natural,,8/29/1992,242.0,1430.0,0.1,A,38.95666667,-120.17166667,USFS,CA,,,
47001,b'\x00\x01\xad\x10\x00\x00\x84sJ\x96\xcc\x0c^\xc0\x98\xec\xf2\\\x88hC@\x84sJ\x96\xcc\x0c^\xc0\x98\xec\xf2\\\x88hC@|\x01\x00\x00\x00\x84sJ\x96\xcc\x0c^\xc0\x98\xec\xf2\\\x88hC@\xfe',47315,FS-265392,FED,FS-FIRESTAT,FS,USCAENF,0503,94,,,,,,,,,1992,8/29/1992,242,1900.0,Natural,Natural,,8/30/1992,243.0,1130.0,0.1,A,38.81666667,-120.2,USFS,CA,,,
47002,b'\x00\x01\xad\x10\x00\x00\xf0l\xf1Q\x88\x10^\xc0 \xfeX\xfd[oC@\xf0l\xf1Q\x88\x10^\xc0 \xfeX\xfd[oC@|\x01\x00\x00\x00\xf0l\xf1Q\x88\x10^\xc0 \xfeX\xfd[oC@\xfe',47316,FS-265393,FED,FS-FIRESTAT,FS,USCAENF,0503,96,,,,,,,,,1992,8/29/1992,242,2001.0,Natural,Natural,,8/30/1992,243.0,1300.0,0.1,A,38.87,-120.25833333,USFS,CA,,,
47003,b'\x00\x01\xad\x10\x00\x00\xb4KH\x8f\x92\x17^\xc0\xf88\xd2:fvC@\xb4KH\x8f\x92\x17^\xc0\xf88\xd2:fvC@|\x01\x00\x00\x00\xb4KH\x8f\x92\x17^\xc0\xf88\xd2:fvC@\xfe',47317,FS-265394,FED,FS-FIRESTAT,FS,USCAENF,0503,103,,,,,,,,,1992,9/7/1992,251,1131.0,Human,Missing data/not specified/undetermined,,9/7/1992,251.0,1159.0,0.1,A,38.925,-120.36833333,USFS,CA,,,
47004,b'\x00\x01\xad\x10\x00\x00\x1c\x1c&\xf9\x95\x1c^\xc0\xb0\x95\xbd0\x8fbC@\x1c\x1c&\xf9\x95\x1c^\xc0\xb0\x95\xbd0\x8fbC@|\x01\x00\x00\x00\x1c\x1c&\xf9\x95\x1c^\xc0\xb0\x95\xbd0\x8fbC@\xfe',47318,FS-265395,FED,FS-FIRESTAT,FS,USCAENF,0503,107,,,,,,,,,1992,9/9/1992,253,230.0,Human,Arson/incendiarism,,9/9/1992,253.0,300.0,0.1,A,38.77,-120.44666667,USFS,CA,,,
47005,b'\x00\x01\xad\x10\x00\x00\xa8\xf1%\x96\xcc\x1c^\xc0p\xbb\xbf0\x8fbC@\xa8\xf1%\x96\xcc\x1c^\xc0p\xbb\xbf0\x8fbC@|\x01\x00\x00\x00\xa8\xf1%\x96\xcc\x1c^\xc0p\xbb\xbf0\x8fbC@\xfe',47319,FS-265396,FED,FS-FIRESTAT,FS,USCAENF,0503,109,,,,,,,,,1992,9/9/1992,253,230.0,Human,Arson/incendiarism,,9/9/1992,253.0,300.0,0.1,A,38.77,-120.45,USFS,CA,,,
47006,"b'\x00\x01\xad\x10\x00\x00,\xe8 \\_\x14^\xc0@\xba\x9a\x073sC@,\xe8 \\_\x14^\xc0@\xba\x9a\x073sC@|\x01\x00\x00\x00,\xe8 \\_\x14^\xc0@\xba\x9a\x073sC@\xfe'",47320,FS-265397,FED,FS-FIRESTAT,FS,USCAENF,0503,119,,,,,,,,,1992,9/18/1992,262,900.0,Natural,Natural,,9/18/1992,262.0,1230.0,0.1,A,38.9,-120.31833333,USFS,CA,,,
47007,b'\x00\x01\xad\x10\x00\x00\x04h\xe1\x06\n\x0f^\xc0\x08FL`%oC@\x04h\xe1\x06\n\x0f^\xc0\x08FL`%oC@|\x01\x00\x00\x00\x04h\xe1\x06\n\x0f^\xc0\x08FL`%oC@\xfe',47321,FS-265398,FED,FS-FIRESTAT,FS,USCAENF,0503,126,,,,,,,,,1992,9/28/1992,272,1300.0,Natural,Natural,,9/29/1992,273.0,800.0,3.0,B,38.86833333,-120.235,USFS,CA,,,
47008,b'\x00\x01\xad\x10\x00\x00\xc8\xde$\x96\xcc\x1c^\xc0 \xd3\xc7\x073cC@\xc8\xde$\x96\xcc\x1c^\xc0 \xd3\xc7\x073cC@|\x01\x00\x00\x00\xc8\xde$\x96\xcc\x1c^\xc0 \xd3\xc7\x073cC@\xfe',47322,FS-265399,FED,FS-FIRESTAT,FS,USCAENF,0503,127,,,CLEVELAND,,,CA3883312043219920929,CLEVELAND,,1992,9/29/1992,273,1240.0,Human,Missing data/not specified/undetermined,,10/12/1992,286.0,1800.0,24580.0,G,38.775,-120.45,OTHER FEDERAL,CA,,,
47009,"b'\x00\x01\xad\x10\x00\x00\xbc>;,\xc9\x17^\xc0\x98\x81\xfbUN\x8bC@\xbc>;,\xc9\x17^\xc0\x98\x81\xfbUN\x8bC@|\x01\x00\x00\x00\xbc>;,\xc9\x17^\xc0\x98\x81\xfbUN\x8bC@\xfe'",47323,FS-265400,FED,FS-FIRESTAT,FS,USCAENF,0503,139,,,,,,,,,1992,10/6/1992,280,800.0,Natural,Natural,,10/6/1992,280.0,1300.0,1.0,B,39.08833333,-120.37166667,STATE OR PRIVATE,CA,,,
47010,"b'\x00\x01\xad\x10\x00\x00\x88\x1b\xf9\xb4Q\x10^\xc0\x10\xc1\x054,iC@\x88\x1b\xf9\xb4Q\x10^\xc0\x10\xc1\x054,iC@|\x01\x00\x00\x00\x88\x1b\xf9\xb4Q\x10^\xc0\x10\xc1\x054,iC@\xfe'",47324,FS-265401,FED,FS-FIRESTAT,FS,USCAENF,0503,149,,,,,,,,,1992,11/6/1992,311,1500.0,Human,Recreation and ceremony,,11/6/1992,311.0,1530.0,0.1,A,38.82166667,-120.255,USFS,CA,,,
47011,b'\x00\x01\xad\x10\x00\x00\x14\xcc\xc8\xbb\x8b\x15^\xc0\xc0\x12\xacj\xfcbC@\x14\xcc\xc8\xbb\x8b\x15^\xc0\xc0\x12\xacj\xfcbC@|\x01\x00\x00\x00\x14\xcc\xc8\xbb\x8b\x15^\xc0\xc0\x12\xacj\xfcbC@\xfe',47325,FS-265402,FED,FS-FIRESTAT,FS,USCAENF,0503,2,,,BROWNELL,,,,,,1992,4/22/1992,113,1401.0,Human,Debris and open burning,,4/23/1992,114.0,900.0,12.0,C,38.77333333,-120.33666667,USFS,CA,,,
47012,b'\x00\x01\xad\x10\x00\x00\xe4\xbd\xc5\x1eU\x15^\xc0\x98*Yg_\\C@\xe4\xbd\xc5\x1eU\x15^\xc0\x98*Yg_\\C@|\x01\x00\x00\x00\xe4\xbd\xc5\x1eU\x15^\xc0\x98*Yg_\\C@\xfe',47326,FS-265404,FED,FS-FIRESTAT,FS,USCAENF,0503,9,,,,,,,,,1992,5/21/1992,142,1200.0,Natural,Natural,,5/21/1992,142.0,1420.0,0.2,A,38.72166667,-120.33333333,STATE OR PRIVATE,CA,,,
47013,b'\x00\x01\xad\x10\x00\x00\x98\xd6M\xf9\x95\x14^\xc0p\x11\xad\xbc\xb4QC@\x98\xd6M\xf9\x95\x14^\xc0p\x11\xad\xbc\xb4QC@|\x01\x00\x00\x00\x98\xd6M\xf9\x95\x14^\xc0p\x11\xad\xbc\xb4QC@\xfe',47327,FS-265405,FED,FS-FIRESTAT,FS,USCAENF,0503,10,,,,,,,,,1992,5/21/1992,142,1729.0,Natural,Natural,,5/22/1992,143.0,1500.0,0.1,A,38.63833333,-120.32166667,USFS,CA,,,
47014,b'\x00\x01\xad\x10\x00\x00\xd0\xbdX\\_\x04^\xc0\x00\x1f\xb8t\xd3fC@\xd0\xbdX\\_\x04^\xc0\x00\x1f\xb8t\xd3fC@|\x01\x00\x00\x00\xd0\xbdX\\_\x04^\xc0\x00\x1f\xb8t\xd3fC@\xfe',47328,FS-265406,FED,FS-FIRESTAT,FS,USCAENF,0503,13,,,,,,,,,1992,5/27/1992,148,2000.0,Natural,Natural,,5/28/1992,149.0,1122.0,0.1,A,38.80333333,-120.06833333,USFS,CA,,,
47015,b'\x00\x01\xad\x10\x00\x00\x8c\xb4e\n\xa7\x05^\xc0(D\xf1~\xaajC@\x8c\xb4e\n\xa7\x05^\xc0(D\xf1~\xaajC@|\x01\x00\x00\x00\x8c\xb4e\n\xa7\x05^\xc0(D\xf1~\xaajC@\xfe',47329,FS-265407,FED,FS-FIRESTAT,FS,USCAENF,0503,14,,,,,,,,,1992,5/29/1992,150,900.0,Natural,Natural,,5/29/1992,150.0,1730.0,0.1,A,38.83333333,-120.08833333,USFS,CA,,,
47016,b'\x00\x01\xad\x10\x00\x00\xf0\x0fX\xc2\xc5*^\xc0@\xa9#\xd8\x9cfC@\xf0\x0fX\xc2\xc5*^\xc0@\xa9#\xd8\x9cfC@|\x01\x00\x00\x00\xf0\x0fX\xc2\xc5*^\xc0@\xa9#\xd8\x9cfC@\xfe',47330,FS-265408,FED,FS-FIRESTAT,FS,USCAENF,0503,15,,,,,,,,,1992,5/27/1992,148,2000.0,Natural,Natural,,5/28/1992,149.0,1122.0,0.1,A,38.80166667,-120.66833333,USFS,CA,,,
47017,b'\x00\x01\xad\x10\x00\x00p\xb4\\\x96\xcc\x0c^\xc0\x90O\xedKwWC@p\xb4\\\x96\xcc\x0c^\xc0\x90O\xedKwWC@|\x01\x00\x00\x00p\xb4\\\x96\xcc\x0c^\xc0\x90O\xedKwWC@\xfe',47331,FS-265409,FED,FS-FIRESTAT,FS,USCAENF,0503,16,,,,,,,,,1992,5/31/1992,152,1630.0,Natural,Natural,,5/31/1992,152.0,2000.0,0.1,A,38.68333333,-120.2,USFS,CA,,,
47018,b'\x00\x01\xad\x10\x00\x00h\x1f\xb8\xeb!\x02^\xc0P\xea\xe0m\x99iC@h\x1f\xb8\xeb!\x02^\xc0P\xea\xe0m\x99iC@|\x01\x00\x00\x00h\x1f\xb8\xeb!\x02^\xc0P\xea\xe0m\x99iC@\xfe',47332,FS-265412,FED,FS-FIRESTAT,FS,USCAENF,0503,25,,,,,,,,,1992,6/14/1992,166,1200.0,Human,Recreation and ceremony,,6/14/1992,166.0,1202.0,0.1,A,38.825,-120.03333333,USFS,CA,,,
47019,"b'\x00\x01\xad\x10\x00\x00\xb8Dg,\xc9\x17^\xc0\xd0-\xb3\xf6!bC@\xb8Dg,\xc9\x17^\xc0\xd0-\xb3\xf6!bC@|\x01\x00\x00\x00\xb8Dg,\xc9\x17^\xc0\xd0-\xb3\xf6!bC@\xfe'",47333,FS-265413,FED,FS-FIRESTAT,FS,USCAENF,0503,26,,,,,,,,,1992,6/15/1992,167,1730.0,Human,Missing data/not specified/undetermined,,6/15/1992,167.0,2027.0,0.1,A,38.76666667,-120.37166667,USFS,CA,,,
47020,b'\x00\x01\xad\x10\x00\x00\xcc\xec\xb1\xfc2\x13^\xc0\xa0}\xfeKwWC@\xcc\xec\xb1\xfc2\x13^\xc0\xa0}\xfeKwWC@|\x01\x00\x00\x00\xcc\xec\xb1\xfc2\x13^\xc0\xa0}\xfeKwWC@\xfe',47334,FS-265414,FED,FS-FIRESTAT,FS,USCAENF,0503,29,,,,,,,,,1992,6/24/1992,176,1406.0,Natural,Natural,,6/24/1992,176.0,1700.0,0.1,A,38.68333333,-120.3,USFS,CA,,,
47021,b'\x00\x01\xad\x10\x00\x00\x10\xc2\x03\x00\xd0\x19^\xc0 =?\x0b\xd0YC@\x10\xc2\x03\x00\xd0\x19^\xc0 =?\x0b\xd0YC@|\x01\x00\x00\x00\x10\xc2\x03\x00\xd0\x19^\xc0 =?\x0b\xd0YC@\xfe',47335,FS-265420,FED,FS-FIRESTAT,FS,USCAENF,0503,39,,,,,,,,,1992,6/24/1992,176,1600.0,Natural,Natural,,6/24/1992,176.0,1700.0,0.1,A,38.70166667,-120.40333333,STATE OR PRIVATE,CA,,,
47022,b'\x00\x01\xad\x10\x00\x00\x04.C\xa7\xdd\x1d^\xc0\xb0B\x18LwWC@\x04.C\xa7\xdd\x1d^\xc0\xb0B\x18LwWC@|\x01\x00\x00\x00\x04.C\xa7\xdd\x1d^\xc0\xb0B\x18LwWC@\xfe',47336,FS-265423,FED,FS-FIRESTAT,FS,USCAENF,0503,42,,,,,,,,,1992,6/24/1992,176,2030.0,Natural,Natural,,6/24/1992,176.0,2200.0,0.1,A,38.68333333,-120.46666667,USFS,CA,,,
47023,"b'\x00\x01\xad\x10\x00\x00\xb8\x0c-""\xf2\x1b^\xc0\xb8\xf6\xef{\rTC@\xb8\x0c-""\xf2\x1b^\xc0\xb8\xf6\xef{\rTC@|\x01\x00\x00\x00\xb8\x0c-""\xf2\x1b^\xc0\xb8\xf6\xef{\rTC@\xfe'",47337,FS-265425,FED,FS-FIRESTAT,FS,USCAENF,0503,43,,,,,,,,,1992,6/24/1992,176,1700.0,Natural,Natural,,6/24/1992,176.0,1800.0,0.1,A,38.65666667,-120.43666667,USFS,CA,,,
47024,b'\x00\x01\xad\x10\x00\x00p\x16DD\x14\x1e^\xc0\xe0\xd5\xfd\xc6\x8bUC@p\x16DD\x14\x1e^\xc0\xe0\xd5\xfd\xc6\x8bUC@|\x01\x00\x00\x00p\x16DD\x14\x1e^\xc0\xe0\xd5\xfd\xc6\x8bUC@\xfe',47338,FS-265428,FED,FS-FIRESTAT,FS,USCAENF,0503,47,,,,,,,,,1992,6/25/1992,177,730.0,Natural,Natural,,6/25/1992,177.0,900.0,0.1,A,38.66833333,-120.47,USFS,CA,,,
47025,b'\x00\x01\xad\x10\x00\x00x*\xce\xbb\x8b\x15^\xc0\x80\x98`\xb2\xdd]C@x*\xce\xbb\x8b\x15^\xc0\x80\x98`\xb2\xdd]C@|\x01\x00\x00\x00x*\xce\xbb\x8b\x15^\xc0\x80\x98`\xb2\xdd]C@\xfe',47339,FS-265429,FED,FS-FIRESTAT,FS,USCAENF,0503,48,,,,,,,,,1992,6/25/1992,177,930.0,Natural,Natural,,6/25/1992,177.0,1100.0,0.1,A,38.73333333,-120.33666667,USFS,CA,,,
47026,b'\x00\x01\xad\x10\x00\x00\x94\xd0P\xe8\x84\x03^\xc0\xd8e\xbe\x11\ngC@\x94\xd0P\xe8\x84\x03^\xc0\xd8e\xbe\x11\ngC@|\x01\x00\x00\x00\x94\xd0P\xe8\x84\x03^\xc0\xd8e\xbe\x11\ngC@\xfe',47340,FS-265433,FED,FS-FIRESTAT,FS,USCAENF,0503,61,,,,,,,,,1992,7/15/1992,197,1130.0,Natural,Natural,,7/15/1992,197.0,2100.0,0.1,A,38.805,-120.055,USFS,CA,,,
47027,b'\x00\x01\xad\x10\x00\x00H\xc0\xe0\x81\x1e\r^\xc0Pu\xefKwWC@H\xc0\xe0\x81\x1e\r^\xc0Pu\xefKwWC@|\x01\x00\x00\x00H\xc0\xe0\x81\x1e\r^\xc0Pu\xefKwWC@\xfe',47341,FS-265434,FED,FS-FIRESTAT,FS,USCAENF,0503,62,,,,,,,,,1992,7/16/1992,198,1700.0,Natural,Natural,,7/16/1992,198.0,2000.0,0.1,A,38.68333333,-120.205,USFS,CA,,,
47028,b'\x00\x01\xad\x10\x00\x00\xe0\xc1\x8d\xc9\xff\x0f^\xc0\x90\xa9\xa2\x82GQC@\xe0\xc1\x8d\xc9\xff\x0f^\xc0\x90\xa9\xa2\x82GQC@|\x01\x00\x00\x00\xe0\xc1\x8d\xc9\xff\x0f^\xc0\x90\xa9\xa2\x82GQC@\xfe',47342,FS-265435,FED,FS-FIRESTAT,FS,USCAENF,0503,64,,,WHITE,,,,,,1992,7/21/1992,203,830.0,Human,Missing data/not specified/undetermined,,7/21/1992,203.0,1600.0,0.1,A,38.635,-120.25,STATE OR PRIVATE,CA,,,
47029,"b'\x00\x01\xad\x10\x00\x00X\x83\x96,\xc9\x07^\xc0\x18TF\x89\x81^C@X\x83\x96,\xc9\x07^\xc0\x18TF\x89\x81^C@|\x01\x00\x00\x00X\x83\x96,\xc9\x07^\xc0\x18TF\x89\x81^C@\xfe'",47343,FS-265436,FED,FS-FIRESTAT,FS,USCAENF,0503,66,,,,,,,,,1992,7/25/1992,207,1700.0,Natural,Natural,,7/25/1992,207.0,2200.0,0.1,A,38.73833333,-120.12166667,USFS,CA,,,
47030,b'\x00\x01\xad\x10\x00\x00\xb40\xdd\xb4Q ^\xc0\xa8\x9bM\x7f\xaaZC@\xb40\xdd\xb4Q ^\xc0\xa8\x9bM\x7f\xaaZC@|\x01\x00\x00\x00\xb40\xdd\xb4Q ^\xc0\xa8\x9bM\x7f\xaaZC@\xfe',47344,FS-265437,FED,FS-FIRESTAT,FS,USCAENF,0503,67,,,BONETTI,,,,,,1992,7/30/1992,212,453.0,Human,Recreation and ceremony,,7/30/1992,212.0,1100.0,0.1,A,38.70833333,-120.505,USFS,CA,,,
47031,b'\x00\x01\xad\x10\x00\x00\x14\xf1\xf8Q\x88\x18^\xc0\xa8\xb5\xd4\x073SC@\x14\xf1\xf8Q\x88\x18^\xc0\xa8\xb5\xd4\x073SC@|\x01\x00\x00\x00\x14\xf1\xf8Q\x88\x18^\xc0\xa8\xb5\xd4\x073SC@\xfe',47345,FS-265438,FED,FS-FIRESTAT,FS,USCAENF,0503,69,,,,,,,,,1992,8/5/1992,218,920.0,Human,Recreation and ceremony,,8/5/1992,218.0,1030.0,0.1,A,38.65,-120.38333333,USFS,CA,,,
47032,b'\x00\x01\xad\x10\x00\x00\xc4K\xe4@w\x1f^\xc0\x90Q\x80\x90\xbbKC@\xc4K\xe4@w\x1f^\xc0\x90Q\x80\x90\xbbKC@|\x01\x00\x00\x00\xc4K\xe4@w\x1f^\xc0\x90Q\x80\x90\xbbKC@\xfe',47346,FS-265440,FED,FS-FIRESTAT,FS,USCAENF,0503,71,,,,,,,,,1992,8/6/1992,219,1243.0,Human,Missing data/not specified/undetermined,,8/6/1992,219.0,1934.0,0.1,A,38.59166667,-120.49166667,USFS,CA,,,
47033,b'\x00\x01\xad\x10\x00\x00\xdc$Y\xc9\xff\x1f^\xc0pEN\x0b\xd0YC@\xdc$Y\xc9\xff\x1f^\xc0pEN\x0b\xd0YC@|\x01\x00\x00\x00\xdc$Y\xc9\xff\x1f^\xc0pEN\x0b\xd0YC@\xfe',47347,FS-265441,FED,FS-FIRESTAT,FS,USCAENF,0503,72,,,,,,,,,1992,8/7/1992,220,1330.0,Human,Smoking,,8/7/1992,220.0,1400.0,0.1,A,38.70166667,-120.5,USFS,CA,,,
47034,b'\x00\x01\xad\x10\x00\x00\x14^\x89\rD$^\xc0\xa0\x0e\n;ffC@\x14^\x89\rD$^\xc0\xa0\x0e\n;ffC@|\x01\x00\x00\x00\x14^\x89\rD$^\xc0\xa0\x0e\n;ffC@\xfe',47348,FS-265443,FED,FS-FIRESTAT,FS,USCAENF,0503,73,,,FLEMMING,,,,,,1992,8/9/1992,222,1515.0,Human,Missing data/not specified/undetermined,,8/9/1992,222.0,1600.0,0.2,A,38.8,-120.56666667,USFS,CA,,,
47035,b'\x00\x01\xad\x10\x00\x00\xa4}\x18\xc6b\x11^\xc0(VF\x90\xbb[C@\xa4}\x18\xc6b\x11^\xc0(VF\x90\xbb[C@|\x01\x00\x00\x00\xa4}\x18\xc6b\x11^\xc0(VF\x90\xbb[C@\xfe',47349,FS-265449,FED,FS-FIRESTAT,FS,USCAENF,0503,93,,,,,,,,,1992,8/29/1992,242,1445.0,Natural,Natural,,8/29/1992,242.0,2359.0,1.0,B,38.71666667,-120.27166667,USFS,CA,,,
47036,b'\x00\x01\xad\x10\x00\x00TR=\x85\xbb\x0b^\xc0\xd0\xa2\xa4\x18DdC@TR=\x85\xbb\x0b^\xc0\xd0\xa2\xa4\x18DdC@|\x01\x00\x00\x00TR=\x85\xbb\x0b^\xc0\xd0\xa2\xa4\x18DdC@\xfe',47350,FS-265450,FED,FS-FIRESTAT,FS,USCAENF,0503,95,,,,,,,,,1992,8/29/1992,242,1930.0,Natural,Natural,,8/29/1992,242.0,2300.0,0.1,A,38.78333333,-120.18333333,USFS,CA,,,
47037,b'\x00\x01\xad\x10\x00\x00\xd0w\x91\xeb!\x12^\xc0\x88\xe8\xbd\xef\xe7dC@\xd0w\x91\xeb!\x12^\xc0\x88\xe8\xbd\xef\xe7dC@|\x01\x00\x00\x00\xd0w\x91\xeb!\x12^\xc0\x88\xe8\xbd\xef\xe7dC@\xfe',47351,FS-265451,FED,FS-FIRESTAT,FS,USCAENF,0503,97,,,,,,,,,1992,8/30/1992,243,832.0,Natural,Natural,,8/30/1992,243.0,1300.0,0.1,A,38.78833333,-120.28333333,USFS,CA,,,
47038,b'\x00\x01\xad\x10\x00\x00\x08\xbfN\x96\xcc\x0c^\xc0\x00\x06\xb1\xef\xe7dC@\x08\xbfN\x96\xcc\x0c^\xc0\x00\x06\xb1\xef\xe7dC@|\x01\x00\x00\x00\x08\xbfN\x96\xcc\x0c^\xc0\x00\x06\xb1\xef\xe7dC@\xfe',47352,FS-265452,FED,FS-FIRESTAT,FS,USCAENF,0503,102,,,WRIGHTS,,,,,,1992,9/6/1992,250,1105.0,Human,Recreation and ceremony,,9/6/1992,250.0,1500.0,0.1,A,38.78833333,-120.2,USFS,CA,,,
47039,b'\x00\x01\xad\x10\x00\x00H\xbc\x18\xd7s\x12^\xc0HK\xa6\xf6!bC@H\xbc\x18\xd7s\x12^\xc0HK\xa6\xf6!bC@|\x01\x00\x00\x00H\xbc\x18\xd7s\x12^\xc0HK\xa6\xf6!bC@\xfe',47353,FS-265453,FED,FS-FIRESTAT,FS,USCAENF,0503,105,,,,,,,,,1992,9/9/1992,253,600.0,Human,Arson/incendiarism,,9/9/1992,253.0,1501.0,0.1,A,38.76666667,-120.28833333,USFS,CA,,,
47040,b'\x00\x01\xad\x10\x00\x00\xf8\x84\x14\x85\xbb\x1b^\xc0\x98\xea\xbd\xf6!bC@\xf8\x84\x14\x85\xbb\x1b^\xc0\x98\xea\xbd\xf6!bC@|\x01\x00\x00\x00\xf8\x84\x14\x85\xbb\x1b^\xc0\x98\xea\xbd\xf6!bC@\xfe',47354,FS-265454,FED,FS-FIRESTAT,FS,USCAENF,0503,106,,,,,,,,,1992,9/9/1992,253,310.0,Human,Arson/incendiarism,,9/9/1992,253.0,338.0,0.1,A,38.76666667,-120.43333333,USFS,CA,,,
47041,b'\x00\x01\xad\x10\x00\x00\\^7\xa7\xdd\x1d^\xc0\xe8\xf8\xc9\x073cC@\\^7\xa7\xdd\x1d^\xc0\xe8\xf8\xc9\x073cC@|\x01\x00\x00\x00\\^7\xa7\xdd\x1d^\xc0\xe8\xf8\xc9\x073cC@\xfe',47355,FS-265455,FED,FS-FIRESTAT,FS,USCAENF,0503,108,,,,,,,,,1992,9/9/1992,253,330.0,Human,Arson/incendiarism,,9/9/1992,253.0,335.0,0.1,A,38.775,-120.46666667,USFS,CA,,,
47042,b'\x00\x01\xad\x10\x00\x00\x90\x9d\x93\xeb!\x12^\xc0\xf8b\xae\xcd\xc5bC@\x90\x9d\x93\xeb!\x12^\xc0\xf8b\xae\xcd\xc5bC@|\x01\x00\x00\x00\x90\x9d\x93\xeb!\x12^\xc0\xf8b\xae\xcd\xc5bC@\xfe',47356,FS-265456,FED,FS-FIRESTAT,FS,USCAENF,0503,110,,,,,,,,,1992,9/12/1992,256,1520.0,Human,Missing data/not specified/undetermined,,9/12/1992,256.0,1700.0,0.1,A,38.77166667,-120.28333333,USFS,CA,,,
